73.8651	73.914
73.5855	133.643
73.2806	193.249
73.0748	253.255
72.9216	313.112
72.8533	373.65
73.0161	434.054
73.1722	494.489
73.4044	554.801
74.0702	615.438
126.873	69.1478
126.668	129.149
126.034	189.564
125.866	250.242
125.642	310.657
125.612	371.758
125.601	432.795
126.054	493.883
126.021	555.156
126.799	616.446
181.074	63.9361
180.394	124.708
180.348	185.73
180.132	247.016
179.76	308.16
179.666	370.017
179.819	431.728
179.989	493.302
180.507	555.313
180.662	617.565
236.588	59.2326
236.096	120.511
235.717	182.171
235.389	243.793
235.29	305.766
235.145	368.185
235.324	430.61
235.455	492.796
235.54	555.653
236.274	618.205
293.257	54.2122
292.83	116.218
292.578	178.664
292.168	240.925
292.165	303.361
291.896	366.392
292.054	429.58
292.264	492.586
292.597	555.874
293.051	619.503
351.056	49.1168
350.931	111.582
350.581	174.642
350.398	237.473
350.209	300.696
350.189	364.54
350.389	428.322
350.609	492.161
350.865	556.106
351.226	619.874
410.567	44.1113
410.161	107.081
410.044	170.806
409.782	234.425
409.704	298.211
409.665	362.733
409.951	427.224
410.0	491.671
410.309	556.321
410.758	620.906
471.188	38.9592
470.923	102.683
470.724	167.237
470.819	231.345
470.581	295.797
470.625	360.918
470.826	426.046
471.064	491.253
471.348	556.54
471.742	621.908
532.911	34.1278
532.844	98.3047
533.009	163.469
532.848	228.177
533.121	293.403
533.022	359.208
533.43	425.034
533.299	490.95
533.7	556.815
533.906	622.752
596.205	29.1226
596.313	94.1045
596.26	159.828
596.426	225.218
596.506	290.874
596.651	357.404
596.863	423.993
597.209	490.505
597.351	557.21
597.744	623.618
660.617	24.438
660.854	89.8952
661.098	156.207
661.395	222.377
661.514	288.686
661.681	355.847
662.007	422.938
662.341	490.122
662.589	557.41
662.649	624.598
726.394	19.6789
726.759	85.7255
727.22	152.64
727.529	219.618
727.746	286.395
728.016	354.065
728.411	421.897
728.773	489.665
728.684	557.644
728.82	625.296
793.297	15.1092
793.714	81.8083
794.27	148.854
794.671	216.552
795.188	283.962
795.477	352.421
796.015	420.837
796.043	489.208
796.245	557.608
796.339	626.078
861.334	10.509
862.0	77.7814
862.502	145.636
863.196	214.006
863.612	282.112
864.279	350.965
864.457	419.715
864.926	488.671
864.863	557.669
864.828	626.935
74.3418	96.278
74.2012	155.176
74.037	214.126
73.7419	273.3
73.607	332.732
73.7556	392.768
73.8812	453.06
74.155	513.306
74.6442	574.161
75.2945	634.499
127.472	90.8187
127.49	150.218
126.856	209.496
127.087	269.415
126.93	329.4
127.209	390.233
127.247	450.912
127.77	511.77
128.308	573.338
129.038	634.454
182.081	85.1852
181.489	144.959
181.701	204.893
181.577	265.445
181.521	326.096
181.765	387.462
182.193	448.822
182.561	510.33
182.696	572.178
183.994	634.383
237.572	79.7769
237.468	139.927
237.434	200.728
237.409	261.658
237.384	322.742
237.514	384.602
238.055	446.737
238.564	508.795
239.053	571.554
240.296	634.51
294.094	74.2391
294.279	134.948
294.399	196.395
294.439	257.711
294.549	319.589
294.782	382.218
295.429	444.78
295.892	507.594
296.63	570.681
297.408	633.932
352.096	68.5093
352.371	129.708
352.391	191.73
352.584	253.725
352.866	315.992
353.43	379.213
353.954	442.485
354.547	505.906
355.446	569.561
356.272	633.563
411.266	62.8145
411.364	124.472
411.7	187.235
412.039	249.757
412.516	312.616
413.085	376.198
413.86	440.199
414.54	504.327
415.411	568.738
416.303	633.165
471.311	57.1882
471.96	119.494
472.378	182.756
473.002	245.805
473.461	309.244
474.142	373.564
474.931	437.994
475.791	502.891
476.582	567.802
477.631	632.841
532.709	51.6508
533.45	114.419
534.223	178.288
534.74	241.927
535.564	306.044
536.355	370.912
537.436	435.765
538.293	501.225
539.283	566.774
540.189	632.483
595.364	46.3611
596.183	109.436
597.187	173.74
598.056	237.937
598.894	302.559
599.911	368.129
600.908	433.856
601.928	499.669
602.916	565.816
604.043	632.104
659.168	40.768
660.036	104.79
661.33	169.482
662.378	234.236
663.495	299.366
664.65	365.416
665.683	431.625
666.822	498.304
667.984	564.766
668.915	631.621
723.746	35.7218
725.102	99.7817
726.569	165.172
727.781	230.5
729.098	296.051
730.462	362.562
731.612	429.402
732.919	496.532
733.944	563.897
735.203	631.223
789.616	30.3589
791.096	95.0784
792.879	160.543
794.294	226.64
795.74	292.814
797.163	359.851
798.465	427.114
799.944	494.825
801.1	562.295
802.418	630.429
856.44	25.1257
858.131	90.573
859.996	156.403
861.567	223.018
863.35	289.853
865.078	357.352
866.542	425.036
867.804	492.798
869.473	561.314
870.549	629.667
79.8538	127.823
79.4209	184.674
79.0316	242.0
78.6714	299.473
78.3382	357.584
78.2835	416.439
78.2376	475.565
78.4752	534.827
78.6211	594.721
79.2447	654.854
132.295	121.959
131.914	179.207
131.44	236.871
131.427	295.028
131.109	353.73
131.257	412.917
131.282	472.53
131.482	532.423
132.069	592.879
132.583	653.587
185.705	115.837
185.18	173.445
185.328	231.824
185.099	290.613
185.077	349.475
185.187	409.388
185.563	469.676
186.166	530.088
186.141	591.086
187.415	652.57
240.249	109.923
240.071	167.906
240.045	226.751
240.085	285.907
240.363	345.523
240.481	405.992
240.875	466.776
241.509	527.737
242.123	589.239
242.77	651.344
295.667	103.831
295.763	162.486
295.941	221.874
296.269	281.454
296.578	341.597
296.888	402.548
297.485	463.888
298.297	525.504
299.259	587.549
299.91	650.018
352.254	97.5228
352.614	156.653
352.869	216.557
353.424	276.623
353.697	337.393
354.591	398.76
355.275	460.629
356.274	522.856
357.168	585.669
358.35	648.546
409.94	91.374
410.568	150.944
411.28	211.37
411.752	271.911
412.578	333.127
413.344	395.027
414.32	457.625
415.432	520.35
416.501	583.613
417.737	647.274
468.769	85.1859
469.705	145.182
470.474	206.24
471.483	267.3
472.333	328.971
473.379	391.389
474.566	454.451
475.996	517.876
477.027	581.606
478.462	645.828
528.627	79.3109
529.639	139.616
530.82	201.026
531.988	262.726
533.328	324.765
534.532	387.754
535.989	451.402
537.39	515.404
538.83	579.65
540.425	644.372
589.414	73.2427
591.074	134.085
592.317	196.05
593.681	258.107
595.231	320.708
596.665	384.314
598.358	448.398
599.974	512.641
601.689	577.666
603.354	642.643
651.38	67.4378
653.136	128.552
654.904	190.899
656.597	253.548
658.444	316.538
659.989	380.768
662.011	445.259
663.809	510.201
665.574	575.644
667.32	641.126
714.313	61.5633
716.483	123.323
718.403	186.073
720.452	249.112
722.431	312.671
724.443	377.123
726.399	442.107
728.611	507.448
730.449	573.319
732.411	639.402
777.997	55.6762
780.43	117.736
782.781	180.676
785.103	244.321
787.497	308.319
789.671	373.464
792.112	438.775
794.177	504.66
796.425	570.8
798.466	637.752
842.656	50.0577
845.37	112.475
848.119	175.838
850.7	240.091
853.209	304.463
855.802	369.793
858.415	435.621
860.965	501.888
863.195	568.719
865.391	635.901
91.769	154.565
90.2623	209.134
88.708	263.912
87.1107	319.586
85.6112	375.866
84.1235	432.788
82.7803	490.313
81.4555	548.183
80.5328	606.921
79.6339	666.103
142.517	148.497
141.008	203.387
139.397	258.888
138.302	315.083
136.748	371.568
135.654	429.277
134.559	487.289
133.597	545.656
132.803	604.894
131.843	664.701
194.028	142.641
192.533	197.653
191.564	253.772
190.368	310.39
189.17	367.496
188.206	425.576
187.465	484.307
186.64	543.282
185.931	603.143
185.405	663.513
246.878	136.511
245.63	192.284
244.887	248.629
243.55	305.653
242.751	363.343
242.011	421.889
241.439	481.255
241.038	540.762
240.344	601.218
239.871	661.925
300.403	130.476
299.506	186.59
298.851	243.641
298.09	301.308
297.562	359.269
296.816	418.613
296.632	478.208
296.319	538.351
296.15	599.306
296.041	660.623
355.25	124.235
354.674	180.79
354.143	238.454
353.787	296.392
353.368	355.05
353.188	414.714
352.946	474.979
352.954	535.73
352.965	597.147
353.275	659.114
411.158	118.16
410.795	175.07
410.678	233.189
410.554	291.51
410.341	350.724
410.319	410.893
410.712	471.747
410.714	533.076
410.944	595.039
411.518	657.557
467.819	112.054
468.125	169.415
468.248	227.972
468.372	286.692
468.519	346.363
468.893	407.099
469.381	468.341
469.905	530.308
470.221	593.055
470.943	656.01
525.797	105.91
526.251	163.625
526.886	222.723
527.448	282.108
527.943	342.121
528.611	403.419
529.19	465.13
530.195	527.672
530.82	590.708
531.742	654.503
584.745	99.9302
585.643	158.269
586.458	217.84
587.456	277.388
588.149	337.875
589.194	399.584
590.296	462.181
591.559	524.922
592.473	588.561
593.496	652.67
644.74	94.0535
646.074	152.54
647.272	212.555
648.626	272.79
649.912	333.751
651.195	395.998
652.48	458.728
653.768	522.23
655.212	586.303
656.603	651.024
705.519	88.379
707.313	147.285
709.068	207.403
710.659	268.097
712.346	329.46
714.102	392.275
715.693	455.455
717.466	519.286
718.972	583.97
720.615	649.258
767.308	82.278
769.474	141.598
771.545	202.128
773.504	263.409
775.608	325.294
777.58	388.311
779.768	451.839
781.819	516.326
783.755	581.366
785.482	647.344
829.647	76.5873
832.448	136.341
834.798	197.239
837.543	258.925
839.778	321.396
842.322	384.632
844.824	448.676
847.111	513.527
849.442	579.049
851.729	645.181
95.1266	158.72
92.7486	212.977
90.6222	267.397
88.46	322.607
86.16	378.08
83.9544	434.233
82.2096	490.967
80.1586	547.564
78.4789	605.09
76.9292	662.873
144.695	154.265
142.511	208.766
140.272	263.701
138.325	319.412
136.116	375.427
134.198	432.119
132.265	489.262
130.877	546.803
129.185	604.633
127.554	663.026
195.238	149.498
192.92	204.465
191.159	260.035
189.209	316.243
187.194	372.583
185.374	429.958
183.86	487.752
182.102	545.753
180.861	604.182
179.619	663.48
246.779	144.96
244.945	200.159
243.035	256.518
241.314	312.968
239.455	370.148
237.715	427.74
236.326	486.231
235.085	544.73
233.546	603.857
232.292	663.414
299.419	140.193
297.662	196.111
296.073	252.796
294.425	309.854
292.818	367.422
291.45	425.905
290.391	484.819
288.834	544.043
287.903	603.641
286.869	663.846
353.051	135.298
351.703	191.818
350.282	248.94
348.819	306.586
347.416	364.712
346.241	423.618
345.088	483.028
344.045	542.815
342.958	603.327
342.278	663.88
407.924	130.501
406.626	187.347
405.525	245.203
404.284	303.241
403.222	361.791
402.026	421.568
401.424	481.459
400.418	541.853
399.634	602.6
399.006	663.91
463.811	125.905
462.921	183.2
461.955	241.517
461.073	300.042
459.977	359.255
459.296	419.335
458.51	479.93
457.878	540.684
457.278	602.453
456.764	664.075
520.746	121.201
520.15	178.863
519.553	237.846
518.901	296.769
518.293	356.644
517.776	417.239
517.331	478.235
516.716	539.766
516.213	601.718
515.867	664.303
578.821	116.624
578.597	174.963
578.156	234.31
577.907	293.653
577.392	353.969
577.127	415.169
576.799	476.829
576.714	538.819
576.282	601.474
576.034	664.256
638.033	112.091
638.111	170.672
638.127	230.674
637.741	290.722
637.749	351.365
637.642	412.975
637.621	475.208
637.593	537.677
637.634	600.855
637.476	664.473
698.182	107.652
698.484	166.783
698.564	226.946
699.006	287.671
699.186	348.683
699.531	410.898
699.462	473.552
699.707	536.6
699.667	600.378
699.883	664.219
759.198	103.128
759.75	162.808
760.48	223.234
761.001	284.398
761.453	346.087
762.064	408.716
762.412	471.727
762.822	535.346
763.288	599.526
763.543	664.352
821.202	98.7961
822.201	158.861
823.06	219.787
823.969	281.666
824.734	343.614
825.688	406.659
826.342	470.356
827.011	534.133
827.646	598.982
828.026	663.948
116.034	145.167
110.598	198.15
105.232	251.328
99.8595	304.997
94.4817	359.104
89.2298	413.992
83.8622	469.0
78.6397	524.259
73.6591	580.319
68.9202	636.428
163.729	143.406
158.407	196.792
152.847	250.618
147.579	304.807
142.388	359.404
137.268	414.835
131.931	470.548
127.064	526.577
121.851	583.148
116.96	639.927
212.34	141.389
206.788	195.296
202.004	249.829
196.601	304.594
191.429	359.726
186.289	415.684
181.301	472.135
176.481	528.627
171.37	585.755
166.629	643.339
262.351	139.706
257.039	194.24
252.015	249.135
246.843	304.467
241.686	360.273
236.523	416.68
231.674	473.865
227.003	531.022
221.938	588.765
217.453	646.772
313.198	138.094
308.048	192.932
303.187	248.525
298.16	304.547
293.172	360.913
288.174	417.957
283.463	475.607
278.638	533.47
273.791	591.858
269.463	650.657
365.177	136.149
360.413	191.573
355.449	247.862
350.642	304.248
345.71	361.278
340.968	419.122
336.443	477.259
331.717	535.779
327.063	594.806
322.533	654.156
418.449	134.518
413.764	190.307
409.068	247.275
404.396	304.266
399.784	361.852
395.004	420.108
390.562	479.121
385.954	538.247
381.593	597.836
377.114	657.707
472.899	132.814
468.489	189.312
463.751	246.707
459.454	304.305
454.679	362.51
450.288	421.394
446.008	480.807
441.594	540.643
437.197	601.191
433.047	661.631
528.542	131.399
524.04	188.23
519.865	246.361
515.669	304.398
511.295	363.305
506.921	422.865
502.802	482.965
498.552	543.273
494.381	604.366
490.145	665.591
585.186	129.78
581.102	187.357
577.001	245.869
573.056	304.813
568.874	363.954
564.586	424.224
560.632	485.061
556.584	545.993
552.486	607.393
548.296	669.456
643.06	128.494
639.335	186.616
635.542	245.725
631.558	304.991
627.618	364.902
623.9	425.742
619.934	487.05
615.917	548.788
612.103	610.972
607.996	673.396
701.982	127.2
698.553	185.741
694.901	245.462
691.419	305.44
687.619	365.828
684.014	427.339
680.443	489.088
676.615	551.411
672.434	614.345
668.607	677.407
762.078	125.919
758.845	185.093
755.578	245.086
752.352	305.817
748.737	366.739
745.35	428.827
741.78	491.159
738.212	554.013
734.525	617.331
730.656	681.426
823.215	124.986
820.393	184.686
817.324	245.137
814.156	306.444
811.046	367.863
807.739	430.456
804.502	493.431
801.029	556.786
797.5	620.889
793.88	685.311
127.546	137.448
120.322	189.47
113.19	241.53
105.999	294.039
99.0148	346.668
91.6639	399.99
84.7451	453.123
77.6577	506.582
70.9531	560.382
64.1746	614.388
172.603	138.073
165.33	190.559
157.765	243.315
151.05	296.437
143.493	349.718
136.617	403.55
129.531	457.492
122.781	511.482
115.561	565.947
109.003	620.623
218.811	138.64
210.989	191.654
204.132	245.144
196.852	298.91
189.727	352.714
182.721	407.311
175.606	461.852
168.722	516.616
161.686	571.671
155.152	627.148
266.016	139.433
258.7	193.081
251.367	247.179
244.184	301.479
236.988	356.114
229.845	411.264
222.946	466.601
216.126	521.904
209.236	577.656
202.507	633.414
314.485	140.343
307.244	194.563
299.942	249.409
292.767	304.33
285.458	359.548
278.346	415.349
271.535	471.282
264.539	527.45
257.608	583.738
250.957	640.537
364.132	141.038
357.069	196.011
349.669	251.522
342.673	306.971
335.422	362.882
328.303	419.412
321.432	476.232
314.481	532.82
307.592	589.872
300.833	647.301
415.141	141.934
407.954	197.387
400.879	253.684
393.672	309.862
386.687	366.423
379.492	423.622
372.556	480.991
365.581	538.586
358.7	596.311
351.854	654.282
467.518	142.973
460.425	199.16
453.338	256.183
446.241	313.047
439.161	370.224
431.913	428.054
425.078	485.975
418.302	544.441
411.289	602.822
404.216	661.329
521.097	144.265
513.945	200.919
507.137	258.699
499.857	316.242
492.945	374.05
485.848	432.703
478.946	491.301
472.013	550.387
465.174	609.493
458.274	668.748
575.929	145.68
569.016	203.106
561.902	261.385
555.15	319.6
548.068	378.17
541.193	437.318
534.244	497.022
527.401	556.374
520.304	616.468
513.433	676.259
632.129	147.174
625.316	205.278
618.535	264.268
611.545	323.242
604.75	382.432
597.679	442.399
590.912	502.463
583.817	562.859
576.908	623.229
569.893	683.872
689.58	148.797
682.913	207.439
676.141	267.148
669.404	326.675
662.459	386.658
655.618	447.238
648.689	508.064
641.911	569.065
634.957	630.168
627.821	691.689
748.186	150.337
741.862	209.765
735.229	269.812
728.376	330.33
721.641	390.704
714.96	452.125
708.109	513.77
701.002	575.469
694.026	637.258
686.929	699.544
808.297	152.379
801.948	212.499
795.439	273.159
788.813	334.271
782.259	395.455
775.373	457.507
768.635	519.658
761.707	581.899
754.623	644.622
747.648	707.505
135.481	122.671
124.783	173.026
114.543	223.263
104.131	273.725
93.6366	324.431
83.3636	375.401
73.3069	426.493
62.888	477.472
52.6591	528.868
43.1713	580.051
177.79	126.709
167.214	177.57
156.448	228.44
146.187	279.583
135.473	330.745
125.148	382.638
114.8	434.39
104.755	485.791
94.4176	538.058
84.2622	590.191
221.342	131.022
210.287	182.44
199.855	234.075
189.316	285.827
178.623	337.648
167.894	390.045
157.667	442.357
147.343	494.64
136.969	547.478
126.984	600.315
265.959	135.438
255.143	187.448
244.3	239.793
233.522	292.219
222.877	344.717
212.259	397.635
201.682	450.694
191.312	503.838
180.813	557.093
170.828	610.346
311.64	140.078
300.645	192.844
289.902	245.74
279.166	298.727
268.336	351.871
257.487	405.587
247.05	459.411
236.62	513.154
226.191	567.077
215.753	620.976
358.737	144.752
347.808	197.946
336.776	251.691
325.904	305.365
315.025	359.304
304.267	413.589
293.636	468.148
282.952	522.453
272.401	577.317
262.103	631.8
406.915	149.469
395.97	203.404
385.242	258.093
373.916	312.387
363.197	366.899
352.006	421.894
341.388	477.13
330.749	532.248
320.202	587.57
309.39	643.009
456.62	154.708
445.658	209.276
434.493	264.457
423.597	319.53
412.302	374.806
401.514	430.446
390.596	486.409
379.905	542.478
368.987	598.35
358.392	654.315
507.455	160.041
496.302	215.233
485.249	271.279
474.306	326.899
463.064	383.036
451.978	439.49
441.309	495.994
430.305	552.496
419.243	609.092
408.518	666.044
559.554	165.643
548.682	221.539
537.404	278.151
526.442	334.702
515.197	391.254
504.192	448.662
493.025	505.894
481.936	563.21
470.879	620.478
459.971	678.027
613.325	171.44
602.21	227.859
591.053	285.353
579.728	342.604
568.675	399.976
557.391	457.998
546.356	515.849
535.139	573.815
523.821	632.046
512.758	690.284
668.269	177.418
657.255	234.642
645.958	292.694
634.715	350.756
623.381	408.782
